registration_no,book_no,district,office,deed_type,registration_date,presentation_date,consideration_amount,old_reg_no,deed_volume_no,listed_on
941620500300,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,25-Nov-2005,25-Nov-2005,0,300,13,25-Nov-2005
940470000001,4,KATAKA,SALEPUR,GENERAL POA WITHOUT PROPERTY,11-Jan-2000,11-Jan-2000,0,1,1,11-Jan-2000
940880200028,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,01-Jun-2002,01-Jun-2002,0,28,11,01-Jun-2002
940730000016,4,JAGATSINGHPUR,BALIKUDA,PARTNERSHIP MORE THAN RS.500,31-Mar-2000,31-Mar-2000,0,16,16,31-Mar-2000
940930500033,4,KENDRAPADA,KENDRAPADA,GENERAL POA WITHOUT PROPERTY,08-Jun-2005,08-Jun-2005,0,33,1,08-Jun-2005
941440300007,4,KANDHAMALA,KANDHAMALA,CANCELLATION OF AGREEMENT,09-Jun-2003,09-Jun-2003,0,7,1,09-Jun-2003
941620500019,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,24-Jan-2005,24-Jan-2005,0,19,1,24-Jan-2005
941620300152,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,18-Aug-2003,18-Aug-2003,0,152,48,18-Aug-2003
940490300010,4,DEBAGADA,DEBAGADA,GENERAL POA WITHOUT PROPERTY,20-Jan-2003,20-Jan-2003,0,10,1,20-Jan-2003
940060400108,4,BALESHWAR,BALESHWAR,GENERAL POA WITHOUT PROPERTY,08-Jun-2004,08-Jun-2004,22000,108,6,08-Jun-2004
940060400078,4,BALESHWAR,BALESHWAR,GENERAL POA WITHOUT PROPERTY,19-Apr-2004,19-Apr-2004,0,78,4,19-Apr-2004
940930500007,4,KENDRAPADA,KENDRAPADA,GENERAL AGREEMENT,24-Jan-2005,24-Jan-2005,0,7,1,24-Jan-2005
940120600029,4,BALESHWAR,NILAGIRI,GENERAL AGREEMENT,01-Dec-2006,01-Dec-2006,0,29,2,01-Dec-2006
940820300004,4,JAJPUR,DOLIPUR,GENERAL POA WITHOUT PROPERTY,14-Feb-2003,14-Feb-2003,0,4,1,14-Feb-2003
941620500146,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,18-Jun-2005,18-Jun-2005,0,146,6,18-Jun-2005
941620500024,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,24-Jan-2005,24-Jan-2005,0,24,2,24-Jan-2005
941620500093,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,04-Apr-2005,04-Apr-2005,0,93,4,04-Apr-2005
940060500140,4,BALESHWAR,BALESHWAR,GENERAL POA WITHOUT PROPERTY,28-Jul-2005,28-Jul-2005,0,140,6,28-Jul-2005
940430500034,4,KATAKA,JAGATPUR,GENERAL POA WITHOUT PROPERTY,30-Mar-2005,30-Mar-2005,0,34,2,30-Mar-2005
941000500036,4,KENDUJHAR,KENDUJHAR,PARTNERSHIP MORE THAN RS.500,27-Apr-2005,27-Apr-2005,0,36,2,27-Apr-2005
940100200027,4,BALESHWAR,JALESWARPUR,PARTNERSHIP MORE THAN RS.500,29-Jun-2002,29-Jun-2002,0,27,1,29-Jun-2002
941260000058,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,24-Jun-2000,24-Jun-2000,0,58,2,24-Jun-2000
940750600028,4,JAGATSINGHPUR,KUJANGA,GENERAL AGREEMENT,20-Mar-2006,20-Mar-2006,0,28,2,20-Mar-2006
940950600002,4,KENDRAPADA,GARADPUR,GENERAL POA WITHOUT PROPERTY,08-Feb-2006,08-Feb-2006,0,2,1,08-Feb-2006
940060500174,4,BALESHWAR,BALESHWAR,CANCELLATION OF AGREEMENT,06-Oct-2005,06-Oct-2005,210000,174,8,06-Oct-2005
940960400002,4,KENDRAPADA,MARSAGHAI,ADOPTION,15-Mar-2004,15-Mar-2004,0,2,1,15-Mar-2004
940070100027,4,BALESHWAR,BALIAPAL,GENERAL AGREEMENT,27-Jun-2001,27-Jun-2001,0,27,1,27-Jun-2001
940860500194,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,28-Dec-2005,28-Dec-2005,0,194,7,28-Dec-2005
940860600092,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,03-Jul-2006,03-Jul-2006,0,92,4,03-Jul-2006
941620400302,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,15-Dec-2004,15-Dec-2004,0,302,13,15-Dec-2004
940070300014,4,BALESHWAR,BALIAPAL,GENERAL AGREEMENT,14-Feb-2003,14-Feb-2003,0,14,1,14-Feb-2003
941620600105,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,25-Mar-2006,25-Mar-2006,0,105,5,25-Mar-2006
940410200023,4,KATAKA,BANKI,CANCELLATION OF POA,19-Jun-2002,19-Jun-2002,0,23,2,19-Jun-2002
940790600025,4,JAJPUR,BARACHANA,GENERAL POA WITHOUT PROPERTY,01-Jan-2006,01-Jan-2006,0,25,1,01-Jan-2006
940880100015,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,16-Mar-2001,16-Mar-2001,0,15,9,16-Mar-2001
941170100071,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,12-Oct-2001,12-Oct-2001,0,71,95,12-Oct-2001
941260000055,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,24-Jun-2000,24-Jun-2000,0,55,2,24-Jun-2000
941170100035,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,15-May-2001,15-May-2001,0,35,94,15-May-2001
940010400104,4,ANUGOLA,ANUGOLA,GENERAL POA WITHOUT PROPERTY,10-Jan-2004,10-Nov-2004,0,104,4,10-Nov-2004
940860500090,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,27-Jun-2005,27-Jun-2005,0,90,4,27-Jun-2005
940780400062,4,JAJPUR,JAJPUR,GENERAL POA WITHOUT PROPERTY,21-Sep-2004,21-Sep-2004,0,62,2,21-Sep-2004
940860100011,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,30-Jan-2001,30-Jan-2001,0,11,1,30-Jan-2001
941370300047,4,NAYAGADA,NAYAGADA,GENERAL AGREEMENT,19-Jul-2003,19-Jul-2003,0,47,02,19-Jul-2003
940240000002,4,BHADRAK,BASUDEVPUR,GENERAL POA WITHOUT PROPERTY,25-Feb-2000,25-Feb-2000,0,2,2,25-Feb-2000
940550200040,4,GAJAPATI,PARALAKHEMUNDI,GENERAL POA WITHOUT PROPERTY,13-Aug-2002,13-Aug-2002,0,40,1,13-Aug-2002
941000200038,4,KENDUJHAR,KENDUJHAR,ADOPTION,01-Jul-2002,01-Jul-2002,0,38,1,01-Jul-2002
941420100004,4,NUAPADA,NUAPADA,GENERAL POA WITHOUT PROPERTY,30-Apr-2001,30-Apr-2001,0,4,4,30-Apr-2001
940290100003,4,BHADRAK,DHUSURI,GENERAL POA WITHOUT PROPERTY,19-Jun-2001,19-Jun-2001,0,3,1,19-Jun-2001
940550300007,4,GAJAPATI,PARALAKHEMUNDI,AFFIDAVIT,30-Apr-2003,30-Apr-2003,0,7,2,30-Apr-2003
940270600008,4,BHADRAK,CHANDBALI,GENERAL POA WITHOUT PROPERTY,30-Mar-2006,30-Mar-2006,0,8,1,30-Mar-2006
941330600001,4,NABARANGPUR,NABARANGPUR,GENERAL POA WITHOUT PROPERTY,04-Jan-2006,04-Jan-2006,3290,1,20,04-Jan-2006
940140600018,4,BALESHWAR,SORA,GENERAL POA WITHOUT PROPERTY,27-Nov-2006,27-Nov-2006,0,18,1,27-Nov-2006
940060500159,4,BALESHWAR,BALESHWAR,GENERAL POA WITHOUT PROPERTY,06-Sep-2005,06-Sep-2005,0,159,7,06-Sep-2005
941620400179,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,15-Jul-2004,15-Jul-2004,0,179,8,15-Jul-2004
941700500073,4,SUNDARAGADA,SUNDARAGADA,AGREEMENT WITHOUT PROPERTY,20-Dec-2005,20-Dec-2005,0,73,3,20-Dec-2005
941620300053,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,10-Apr-2003,10-Apr-2003,0,53,44,10-Apr-2003
940750000050,4,JAGATSINGHPUR,KUJANGA,ADOPTION,08-Aug-2000,08-Aug-2000,0,50,2,08-Aug-2000
941370600079,4,NAYAGADA,NAYAGADA,GENERAL AGREEMENT,11-Sep-2006,11-Sep-2006,0,79,3,11-Sep-2006
941620100166,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,26-Nov-2001,26-Nov-2001,0,166,35,26-Nov-2001
941260200088,4,MAYURBHANJ,MAYURBHANJ,GENERAL AGREEMENT,12-Sep-2002,12-Sep-2002,0,88,3,12-Sep-2002
941190200003,4,KORAPUT,KORAPUT,GENERAL POA WITHOUT PROPERTY,14-Feb-2002,14-Feb-2002,0,3,0,14-Feb-2002
940290600001,4,BHADRAK,DHUSURI,ADOPTION,19-May-2006,19-May-2006,0,1,1,19-May-2006
940060500163,4,BALESHWAR,BALESHWAR,GENERAL POA WITHOUT PROPERTY,01-Jan-2005,15-Aug-2005,5000,163,7,15-Aug-2005
940500100062,4,DHENKANAL,DHENKANAL,GENERAL POA WITHOUT PROPERTY,21-Dec-2001,21-Dec-2001,0,62,2,21-Dec-2001
940460300001,4,KATAKA,NIALI,ADOPTION,01-Jan-2003,01-Jan-2003,0,1,1,01-Jan-2003
941190400029,4,KORAPUT,KORAPUT,GENERAL POA WITHOUT PROPERTY,15-Dec-2004,15-Dec-2004,0,29,252,15-Dec-2004
941000100051,4,KENDUJHAR,KENDUJHAR,ADOPTION,11-Dec-2001,11-Dec-2001,0,51,2,11-Dec-2001
941370000005,4,NAYAGADA,NAYAGADA,GENERAL POA WITHOUT PROPERTY,05-Feb-2000,05-Feb-2000,0,5,1,05-Feb-2000
941170200017,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,16-Mar-2002,16-Mar-2002,0,17,96,16-Mar-2002
941170500068,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,13-Jun-2005,13-Jun-2005,0,68,106,13-Jun-2005
941330200012,4,NABARANGPUR,NABARANGPUR,GENERAL POA WITHOUT PROPERTY,03-Aug-2002,03-Aug-2002,11000,12,16,03-Aug-2002
941370500052,4,NAYAGADA,NAYAGADA,GENERAL POA WITHOUT PROPERTY,01-Aug-2005,01-Aug-2005,0,52,2,01-Aug-2005
940790100013,4,JAJPUR,BARACHANA,BOND WITHOUT PROPERTY,15-May-2001,15-May-2001,50000,13,1,15-May-2001
941700600119,4,SUNDARAGADA,SUNDARAGADA,AGREEMENT WITHOUT PROPERTY,01-Dec-2006,01-Dec-2006,0,119,5,01-Dec-2006
940860600141,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,11-Sep-2006,11-Sep-2006,0,141,6,11-Sep-2006
941190500026,4,KORAPUT,KORAPUT,GENERAL POA WITHOUT PROPERTY,24-May-2005,24-May-2005,0,26,252,24-May-2005
940930300013,4,KENDRAPADA,KENDRAPADA,GENERAL POA WITHOUT PROPERTY,05-Apr-2003,05-Apr-2003,0,13,1,05-Apr-2003
940310500047,4,BALANGIR,BALANGIR,GENERAL POA WITHOUT PROPERTY,16-Sep-2005,16-Sep-2005,0,47,2,16-Sep-2005
941330500019,4,NABARANGPUR,NABARANGPUR,AGREEMENT WITHOUT PROPERTY,15-Jul-2005,15-Jul-2005,15750,19,2,15-Jul-2005
940070200048,4,BALESHWAR,BALIAPAL,GENERAL POA WITHOUT PROPERTY,10-May-2002,10-May-2002,0,48,2,10-May-2002
940860500108,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,01-Aug-2005,01-Aug-2005,0,108,5,01-Aug-2005
940070100047,4,BALESHWAR,BALIAPAL,GENERAL AGREEMENT,26-Nov-2001,26-Nov-2001,0,47,1,26-Nov-2001
940400000019,4,KATAKA,ATHAGADA,GENERAL POA WITHOUT PROPERTY,28-Jul-2000,28-Jul-2000,0,19,1,28-Jul-2000
940240500036,4,BHADRAK,BASUDEVPUR,GENERAL POA WITHOUT PROPERTY,09-May-2005,09-May-2005,50,36,3,09-May-2005
941620000008,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,15-Jan-2000,15-Jan-2000,0,8,28,15-Jan-2000
940860600033,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,01-Mar-2006,01-Mar-2006,0,33,2,01-Mar-2006
940250300031,4,BHADRAK,BHANDARIPOKHARI,GENERAL AGREEMENT,29-Jul-2003,29-Jul-2003,0,31,21,29-Jul-2003
941620600365,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,05-Nov-2006,05-Nov-2006,0,365,16,05-Nov-2006
940860600035,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,01-Mar-2006,01-Mar-2006,0,35,2,01-Mar-2006
941620200025,4,SAMBALPUR,SAMBALPUR,GENERAL AGREEMENT,31-Dec-2002,31-Dec-2002,0,25,36,31-Dec-2002
940790600018,4,JAJPUR,BARACHANA,TRUST,19-Apr-2006,19-Apr-2006,0,18,1,19-Apr-2006
941190600008,4,KORAPUT,KORAPUT,GENERAL POA WITHOUT PROPERTY,15-Jul-2006,15-Jul-2006,0,8,263,15-Jul-2006
940310600017,4,BALANGIR,BALANGIR,TRUST,15-May-2006,15-May-2006,0,17,2,15-May-2006
940730000035,4,JAGATSINGHPUR,BALIKUDA,ADOPTION,27-Nov-2000,27-Nov-2000,0,35,1,27-Nov-2000
940060500063,4,BALESHWAR,BALESHWAR,GENERAL POA WITHOUT PROPERTY,04-Apr-2005,04-Apr-2005,100000,63,3,04-Apr-2005
940440400016,4,KATAKA,MAHANGA,ADOPTION,10-Nov-2004,10-Nov-2004,0,16,1,10-Nov-2004
940810200035,4,JAJPUR,DHARMASHALA,GENERAL POA WITHOUT PROPERTY,13-Aug-2002,13-Aug-2002,0,35,2,13-Aug-2002
940720100015,4,JAGATSINGHPUR,JAGATSINGHPUR,GENERAL POA WITHOUT PROPERTY,15-Mar-2001,15-Mar-2001,0,15,1,15-Mar-2001
940860000002,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,06-Jan-2000,06-Jan-2000,0,2,9,06-Jan-2000
941620400225,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,01-Sep-2004,01-Sep-2004,0,225,11,01-Sep-2004
940060600127,4,BALESHWAR,BALESHWAR,AGREEMENT WITHOUT PROPERTY,15-May-2006,15-May-2006,1000,127,7,15-May-2006
940060000195,4,BALESHWAR,BALESHWAR,GENERAL POA WITHOUT PROPERTY,21-Dec-2000,21-Dec-2000,0,195,5,21-Dec-2000
941000500078,4,KENDUJHAR,KENDUJHAR,GENERAL POA WITHOUT PROPERTY,05-Nov-2005,05-Nov-2005,0,78,3,05-Nov-2005
941260600093,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,01-Jun-2006,01-Jun-2006,0,93,3,01-Jun-2006
940860100026,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,26-Mar-2001,26-Mar-2001,0,26,1,26-Mar-2001
940500400096,4,DHENKANAL,DHENKANAL,GENERAL POA WITHOUT PROPERTY,30-Dec-2004,30-Dec-2004,0,96,4,30-Dec-2004
940100200065,4,BALESHWAR,JALESWARPUR,GENERAL POA WITHOUT PROPERTY,31-Dec-2002,31-Dec-2002,21400,65,2,31-Dec-2002
941370400071,4,NAYAGADA,NAYAGADA,ADOPTION,01-Oct-2004,01-Oct-2004,0,71,3,01-Oct-2004
941170000027,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,20-May-2000,20-May-2000,0,27,92,20-May-2000
940780400061,4,JAJPUR,JAJPUR,GENERAL POA WITHOUT PROPERTY,16-Sep-2004,16-Sep-2004,0,61,2,16-Sep-2004
940860600022,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,03-Feb-2006,03-Feb-2006,0,22,1,03-Feb-2006
941330100004,4,NABARANGPUR,NABARANGPUR,GENERAL POA WITHOUT PROPERTY,25-Apr-2001,25-Apr-2001,12000,4,15,25-Apr-2001
940830600001,4,JAJPUR,MANSADA,GENERAL POA WITHOUT PROPERTY,09-Jan-2006,09-Jan-2006,0,1,1,09-Jan-2006
940860400094,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,28-Aug-2004,28-Aug-2004,0,94,5,28-Aug-2004
941260000042,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,10-May-2000,10-May-2000,0,42,1,10-May-2000
940930300047,4,KENDRAPADA,KENDRAPADA,GENERAL POA WITHOUT PROPERTY,26-Dec-2003,26-Dec-2003,0,47,2,26-Dec-2003
940550200049,4,GAJAPATI,PARALAKHEMUNDI,GENERAL POA WITHOUT PROPERTY,28-Oct-2002,28-Oct-2002,0,49,4,28-Oct-2002
941620400291,4,SAMBALPUR,SAMBALPUR,CANCELLATION OF POA,30-Nov-2004,30-Nov-2004,0,291,13,30-Nov-2004
940880200033,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,24-Jul-2002,24-Jul-2002,0,33,11,24-Jul-2002
941670400003,4,SUBARNAPUR,BIRMAHARAJPUR,ADOPTION,30-Jan-2004,30-Jan-2004,0,3,1,30-Jan-2004
940790600047,4,JAJPUR,BARACHANA,GENERAL POA WITHOUT PROPERTY,15-Nov-2006,15-Nov-2006,0,47,2,15-Nov-2006
941620500046,4,SAMBALPUR,SAMBALPUR,GENERAL AGREEMENT,19-Jan-2005,19-Jan-2005,0,46,3,19-Jan-2005
941620200075,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,04-Jun-2002,04-Jun-2002,0,75,37,04-Jun-2002
941000400064,4,KENDUJHAR,KENDUJHAR,GENERAL POA WITHOUT PROPERTY,01-Dec-2004,01-Dec-2004,0,64,03,01-Dec-2004
941170000021,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,05-May-2000,05-May-2000,0,21,92,05-May-2000
940500600044,4,DHENKANAL,DHENKANAL,GENERAL POA WITHOUT PROPERTY,23-Jun-2006,23-Jun-2006,0,44,2,23-Jun-2006
940820600079,4,JAJPUR,DOLIPUR,GENERAL POA WITHOUT PROPERTY,28-Oct-2006,28-Oct-2006,0,79,3,28-Oct-2006
941620500047,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,08-Feb-2005,08-Feb-2005,0,47,3,08-Feb-2005
940820600034,4,JAJPUR,DOLIPUR,GENERAL POA WITHOUT PROPERTY,13-Jun-2006,13-Jun-2006,0,34,1,13-Jun-2006
941260500089,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,19-May-2005,19-May-2005,0,89,3,19-May-2005
941620400117,4,SAMBALPUR,SAMBALPUR,CANCELLATION OF POA,19-May-2004,19-May-2004,0,117,00,19-May-2004
940230600203,4,BHADRAK,BHADRAK,GENERAL AGREEMENT,25-Nov-2006,25-Nov-2006,0,203,9,25-Nov-2006
941620500020,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,24-Jan-2005,24-Jan-2005,0,20,1,24-Jan-2005
940810400055,4,JAJPUR,DHARMASHALA,GENERAL POA WITHOUT PROPERTY,15-Dec-2004,15-Dec-2004,0,55,2,15-Dec-2004
940880200034,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,24-Jul-2002,24-Jul-2002,0,34,11,24-Jul-2002
941620200058,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,25-Apr-2002,25-Apr-2002,0,58,37,25-Apr-2002
940300000016,4,BHADRAK,TIHIDI,PARTNERSHIP MORE THAN RS.500,21-Nov-2000,21-Nov-2000,0,16,1,21-Nov-2000
940790200013,4,JAJPUR,BARACHANA,DIVORCE WITHOUT PROPERTY,15-Jul-2002,15-Jul-2002,0,13,1,15-Jul-2002
940470500006,4,KATAKA,SALEPUR,GENERAL POA WITHOUT PROPERTY,28-Feb-2005,28-Feb-2005,0,6,1,28-Feb-2005
940930400055,4,KENDRAPADA,KENDRAPADA,GENERAL POA WITHOUT PROPERTY,30-Nov-2004,30-Nov-2004,0,55,2,30-Nov-2004
941170200084,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,31-Dec-2002,31-Dec-2002,0,84,98,31-Dec-2002
940010000056,4,ANUGOLA,ANUGOLA,GENERAL POA WITHOUT PROPERTY,27-Apr-2000,21-Dec-2000,0,56,1,21-Dec-2000
940830100001,4,JAJPUR,MANSADA,GENERAL POA WITHOUT PROPERTY,19-Feb-2001,19-Feb-2001,0,1,1,19-Feb-2001
940770300014,4,JAGATSINGHPUR,TIRTOL,ADOPTION,22-Sep-2003,22-Sep-2003,0,14,1,22-Sep-2003
940230600211,4,BHADRAK,BHADRAK,GENERAL POA WITHOUT PROPERTY,01-Dec-2006,01-Dec-2006,0,211,10,01-Dec-2006
941260400073,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,19-Apr-2004,19-Apr-2004,0,73,2,19-Apr-2004
941170100010,4,KORAPUT,JAYAPUR,GENERAL AGREEMENT,30-Jan-2001,30-Jan-2001,0,10,94,30-Jan-2001
940750100040,4,JAGATSINGHPUR,KUJANGA,GENERAL POA WITHOUT PROPERTY,24-Jul-2001,24-Jul-2001,0,40,1,24-Jul-2001
940070200071,4,BALESHWAR,BALIAPAL,GENERAL POA WITHOUT PROPERTY,15-Jul-2002,15-Jul-2002,0,71,3,15-Jul-2002
941330300011,4,NABARANGPUR,NABARANGPUR,GENERAL POA WITHOUT PROPERTY,11-Mar-2003,11-Mar-2003,0,11,17,11-Mar-2003
940720100026,4,JAGATSINGHPUR,JAGATSINGHPUR,ADOPTION,28-Jul-2001,28-Jul-2001,0,26,1,28-Jul-2001
940880400034,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,16-Oct-2004,16-Oct-2004,0,34,14,16-Oct-2004
940860400040,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,28-May-2004,28-May-2004,0,40,3,28-May-2004
940880100074,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,21-Nov-2001,21-Nov-2001,0,74,10,21-Nov-2001
940550600005,4,GAJAPATI,PARALAKHEMUNDI,GENERAL POA WITHOUT PROPERTY,08-Feb-2006,08-Feb-2006,0,5,3,08-Feb-2006
941620400144,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,18-Jun-2004,18-Jun-2004,0,144,7,18-Jun-2004
941000500068,4,KENDUJHAR,KENDUJHAR,GENERAL POA WITHOUT PROPERTY,15-Sep-2005,15-Sep-2005,0,68,3,15-Sep-2005
940070200026,4,BALESHWAR,BALIAPAL,GENERAL POA WITHOUT PROPERTY,26-Mar-2002,26-Mar-2002,0,26,1,26-Mar-2002
941700000036,4,SUNDARAGADA,SUNDARAGADA,TRUST,12-Sep-2000,12-Sep-2000,0,36,2,12-Sep-2000
940860500048,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,28-Mar-2005,28-Mar-2005,0,48,3,28-Mar-2005
940810600042,4,JAJPUR,DHARMASHALA,CANCELLATION OF POA,20-Nov-2006,20-Nov-2006,0,42,2,20-Nov-2006
940250300012,4,BHADRAK,BHANDARIPOKHARI,GENERAL POA WITHOUT PROPERTY,15-Mar-2003,15-Mar-2003,0,12,1,15-Mar-2003
940430200029,4,KATAKA,JAGATPUR,GENERAL POA WITHOUT PROPERTY,04-Jun-2002,04-Jun-2002,0,29,2,04-Jun-2002
940860500109,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,02-Aug-2005,02-Aug-2005,0,109,5,02-Aug-2005
940240600015,4,BHADRAK,BASUDEVPUR,GENERAL POA WITHOUT PROPERTY,10-Mar-2006,10-Mar-2006,0,15,1,10-Mar-2006
940430600106,4,KATAKA,JAGATPUR,GENERAL POA WITHOUT PROPERTY,01-Sep-2006,01-Sep-2006,0,106,6,01-Sep-2006
941170500114,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,10-Nov-2005,10-Nov-2005,0,114,108,10-Nov-2005
940880300007,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,31-Mar-2003,31-Mar-2003,0,7,12,31-Mar-2003
940310500015,4,BALANGIR,BALANGIR,GENERAL POA WITHOUT PROPERTY,04-Apr-2005,04-Apr-2005,0,15,1,04-Apr-2005
940860600165,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,11-Oct-2006,11-Oct-2006,0,165,6,11-Oct-2006
941170600014,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,23-Feb-2006,23-Feb-2006,0,14,110,23-Feb-2006
940720000035,4,JAGATSINGHPUR,JAGATSINGHPUR,GENERAL POA WITHOUT PROPERTY,29-Jul-2000,29-Jul-2000,0,35,1,29-Jul-2000
940880500048,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,27-Aug-2005,27-Aug-2005,0,48,17,27-Aug-2005
940070600008,4,BALESHWAR,BALIAPAL,GENERAL POA WITHOUT PROPERTY,03-Feb-2006,03-Feb-2006,0,8,01,03-Feb-2006
940290400007,4,BHADRAK,DHUSURI,TRUST,13-Jul-2004,13-Jul-2004,0,7,01,13-Jul-2004
941170500092,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,06-Sep-2005,06-Sep-2005,0,92,107,06-Sep-2005
940780100063,4,JAJPUR,JAJPUR,GENERAL POA WITHOUT PROPERTY,26-Nov-2001,26-Nov-2001,0,63,02,26-Nov-2001
941260300088,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,02-Sep-2003,02-Sep-2003,0,88,3,02-Sep-2003
940780400082,4,JAJPUR,JAJPUR,PARTNERSHIP MORE THAN RS.500,27-Nov-2004,27-Nov-2004,0,82,2,27-Nov-2004
940790500039,4,JAJPUR,BARACHANA,GENERAL POA WITHOUT PROPERTY,26-Oct-2005,26-Oct-2005,0,39,3,26-Oct-2005
940230600003,4,BHADRAK,BHADRAK,GENERAL POA WITHOUT PROPERTY,04-Jan-2006,04-Jan-2006,0,3,1,04-Jan-2006
940880100019,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,25-Apr-2001,25-Apr-2001,0,19,9,25-Apr-2001
941260600184,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,30-Nov-2006,30-Nov-2006,5000,184,5,30-Nov-2006
940310500023,4,BALANGIR,BALANGIR,GENERAL POA WITHOUT PROPERTY,29-Apr-2005,29-Apr-2005,0,23,1,29-Apr-2005
940820600095,4,JAJPUR,DOLIPUR,GENERAL POA WITHOUT PROPERTY,30-Dec-2006,30-Dec-2006,0,95,3,30-Dec-2006
940780000051,4,JAJPUR,JAJPUR,GENERAL POA WITHOUT PROPERTY,16-Nov-2000,16-Nov-2000,0,51,2,16-Nov-2000
940990400006,4,KENDRAPADA,KANIKA,ADOPTION,19-May-2004,19-May-2004,0,6,1,19-May-2004
