registration_no,book_no,district,office,deed_type,registration_date,presentation_date,consideration_amount,old_reg_no,deed_volume_no,listed_on
941550500004,4,PURI,DELANGA,ADOPTION,19-Apr-2005,19-Apr-2005,0,4,1,19-Apr-2005
940390300338,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,08-Aug-2003,08-Aug-2003,0,338,17,08-Aug-2003
941260300023,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,20-Feb-2003,20-Feb-2003,0,23,2,20-Feb-2003
940930100047,4,KENDRAPADA,KENDRAPADA,GENERAL POA WITHOUT PROPERTY,16-Nov-2001,16-Nov-2001,0,47,2,16-Nov-2001
941480400565,4,PURI,PURI,GENERAL POA WITHOUT PROPERTY,10-Nov-2004,10-Nov-2004,0,565,20,10-Nov-2004
940960200001,4,KENDRAPADA,MARSAGHAI,GENERAL POA WITHOUT PROPERTY,06-Mar-2002,06-Mar-2002,0,1,1,06-Mar-2002
941370500053,4,NAYAGADA,NAYAGADA,GENERAL POA WITHOUT PROPERTY,01-Aug-2005,01-Aug-2005,0,53,2,01-Aug-2005
940390600753,4,KATAKA,KATAKA,GENERAL AGREEMENT,26-Sep-2006,26-Sep-2006,163800,753,35,26-Sep-2006
941480500714,4,PURI,PURI,GENERAL POA WITHOUT PROPERTY,30-Dec-2005,30-Dec-2005,0,714,24,30-Dec-2005
940270600049,4,BHADRAK,CHANDBALI,GENERAL POA WITHOUT PROPERTY,15-Nov-2006,15-Nov-2006,0,49,3,15-Nov-2006
940400000004,4,KATAKA,ATHAGADA,GENERAL AGREEMENT,21-Jan-2000,21-Jan-2000,0,4,1,21-Jan-2000
940780500010,4,JAJPUR,JAJPUR,GENERAL AGREEMENT,24-Jan-2005,24-Jan-2005,5250,10,1,24-Jan-2005
941660600012,4,SUBARNAPUR,SONPUR,TRUST,01-Feb-2006,01-Feb-2006,0,12,1,01-Feb-2006
940460200043,4,KATAKA,NIALI,TRUST,24-Jul-2002,24-Jul-2002,5000,43,2,24-Jul-2002
940750000004,4,JAGATSINGHPUR,KUJANGA,GENERAL POA WITHOUT PROPERTY,15-Jan-2000,15-Jan-2000,0,4,1,15-Jan-2000
941620200020,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,04-Feb-2002,04-Feb-2002,0,20,36,04-Feb-2002
941000300041,4,KENDUJHAR,KENDUJHAR,GENERAL POA WITHOUT PROPERTY,11-Dec-2003,11-Dec-2003,0,41,2,11-Dec-2003
941530400047,4,PURI,PIPILI,GENERAL POA WITHOUT PROPERTY,28-May-2004,28-May-2004,0,47,2,28-May-2004
940140600007,4,BALESHWAR,SORA,GENERAL POA WITHOUT PROPERTY,15-Feb-2006,15-Feb-2006,0,7,1,15-Feb-2006
940780100056,4,JAJPUR,JAJPUR,GENERAL POA WITHOUT PROPERTY,27-Oct-2001,27-Oct-2001,0,56,02,27-Oct-2001
941530500065,4,PURI,PIPILI,GENERAL POA WITHOUT PROPERTY,09-May-2005,09-May-2005,0,65,2,09-May-2005
941000400053,4,KENDUJHAR,KENDUJHAR,GENERAL POA WITHOUT PROPERTY,15-Oct-2004,15-Oct-2004,0,53,2,15-Oct-2004
941480500130,4,PURI,PURI,GENERAL POA WITHOUT PROPERTY,01-Mar-2005,01-Mar-2005,0,130,5,01-Mar-2005
941190300002,4,KORAPUT,KORAPUT,GENERAL POA WITHOUT PROPERTY,13-Aug-2003,13-Aug-2003,0,2,0,13-Aug-2003
940960200009,4,KENDRAPADA,MARSAGHAI,GENERAL POA WITHOUT PROPERTY,27-Oct-2002,27-Oct-2002,0,9,1,27-Oct-2002
940500600110,4,DHENKANAL,DHENKANAL,GENERAL POA WITHOUT PROPERTY,30-Dec-2006,30-Dec-2006,0,110,4,30-Dec-2006
941370300093,4,NAYAGADA,NAYAGADA,GENERAL POA WITHOUT PROPERTY,31-Dec-2003,31-Dec-2003,0,93,4,31-Dec-2003
941480500580,4,PURI,PURI,GENERAL POA WITHOUT PROPERTY,15-Oct-2005,15-Oct-2005,0,580,20,15-Oct-2005
940830300007,4,JAJPUR,MANSADA,ADOPTION,06-Nov-2003,06-Nov-2003,0,7,1,06-Nov-2003
941580100031,4,RAYAGADA,RAYAGADA,GENERAL POA WITHOUT PROPERTY,28-Dec-2001,28-Dec-2001,0,31,32,28-Dec-2001
940390300167,4,KATAKA,KATAKA,GENERAL AGREEMENT,31-Mar-2003,31-Mar-2003,90000,167,9,31-Mar-2003
940500500065,4,DHENKANAL,DHENKANAL,GENERAL POA WITHOUT PROPERTY,26-Sep-2005,26-Sep-2005,0,65,3,26-Sep-2005
941370300043,4,NAYAGADA,NAYAGADA,ADOPTION,27-Jun-2003,27-Jun-2003,0,43,02,27-Jun-2003
941480500029,4,PURI,PURI,GENERAL POA WITHOUT PROPERTY,15-Jan-2005,15-Jan-2005,0,29,1,15-Jan-2005
940390300006,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,20-Jan-2003,20-Jan-2003,0,6,2,20-Jan-2003
941480300334,4,PURI,PURI,GENERAL POA WITHOUT PROPERTY,18-Aug-2003,18-Aug-2003,0,334,13,18-Aug-2003
941000400056,4,KENDUJHAR,KENDUJHAR,GENERAL POA WITHOUT PROPERTY,10-Nov-2004,10-Nov-2004,0,56,2,10-Nov-2004
940990200001,4,KENDRAPADA,KANIKA,PARTNERSHIP MORE THAN RS.500,01-Jan-2002,01-Jan-2002,0,1,3,01-Jan-2002
941170500010,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,28-Jan-2005,28-Jan-2005,0,10,104,28-Jan-2005
941620500040,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,01-Feb-2005,01-Feb-2005,0,40,2,01-Feb-2005
941700200026,4,SUNDARAGADA,SUNDARAGADA,AGREEMENT WITHOUT PROPERTY,01-Jun-2002,01-Jun-2002,0,26,1,01-Jun-2002
941490200037,4,PURI,BRAHMAGIRI,ADOPTION,02-Sep-2002,02-Sep-2002,0,37,3,02-Sep-2002
940990500014,4,KENDRAPADA,KANIKA,DIVORCE WITHOUT PROPERTY,30-Nov-2005,30-Nov-2005,0,14,1,30-Nov-2005
941000400044,4,KENDUJHAR,KENDUJHAR,GENERAL POA WITHOUT PROPERTY,01-Sep-2004,01-Sep-2004,0,44,24,01-Sep-2004
941000400057,4,KENDUJHAR,KENDUJHAR,PARTNERSHIP MORE THAN RS.500,10-Nov-2004,10-Nov-2004,0,57,2,10-Nov-2004
940130000002,4,BALESHWAR,SIMULIA,GENERAL POA WITHOUT PROPERTY,09-Jun-2000,09-Jun-2000,0,2,1,09-Jun-2000
940880600050,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,13-Jun-2006,13-Jun-2006,0,50,20,13-Jun-2006
941530000066,4,PURI,PIPILI,ADOPTION,21-Nov-2000,21-Nov-2000,0,66,2,21-Nov-2000
940090200044,4,BALESHWAR,JALESWAR,GENERAL POA WITHOUT PROPERTY,28-Oct-2002,28-Oct-2002,0,44,3,28-Oct-2002
941700500067,4,SUNDARAGADA,SUNDARAGADA,ADOPTION,01-Dec-2005,01-Dec-2005,0,67,3,01-Dec-2005
940820400037,4,JAJPUR,DOLIPUR,GENERAL POA WITHOUT PROPERTY,11-Oct-2004,11-Oct-2004,0,37,2,11-Oct-2004
940390200101,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,04-Feb-2002,04-Feb-2002,0,101,4,04-Feb-2002
940230600082,4,BHADRAK,BHADRAK,GENERAL POA WITHOUT PROPERTY,24-May-2006,24-May-2006,0,82,4,24-May-2006
941620500071,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,28-Feb-2005,28-Feb-2005,0,71,3,28-Feb-2005
941480200056,4,PURI,PURI,GENERAL POA WITHOUT PROPERTY,14-Feb-2002,14-Feb-2002,0,56,2,14-Feb-2002
940860200060,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,24-Jul-2002,24-Jul-2002,0,60,2,24-Jul-2002
941530600048,4,PURI,PIPILI,GENERAL POA WITHOUT PROPERTY,29-May-2006,29-May-2006,2000,48,2,29-May-2006
941500600023,4,PURI,GOP,ADOPTION,07-Aug-2006,07-Aug-2006,0,23,2,07-Aug-2006
940300600002,4,BHADRAK,TIHIDI,GENERAL POA WITHOUT PROPERTY,13-Feb-2006,13-Feb-2006,0,2,1,13-Feb-2006
940390600019,4,KATAKA,KATAKA,TRUST,09-Jan-2006,09-Jan-2006,1000,19,1,09-Jan-2006
940500500082,4,DHENKANAL,DHENKANAL,GENERAL POA WITHOUT PROPERTY,31-Oct-2005,31-Oct-2005,0,82,4,31-Oct-2005
940390200498,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,13-Aug-2002,13-Aug-2002,0,498,14,13-Aug-2002
940390600581,4,KATAKA,KATAKA,TRUST,15-Jul-2006,15-Jul-2006,1000,581,27,15-Jul-2006
941490500015,4,PURI,BRAHMAGIRI,ADOPTION,29-Apr-2005,29-Apr-2005,0,15,3,29-Apr-2005
941620500232,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,06-Sep-2005,06-Sep-2005,0,232,10,06-Sep-2005
940860600117,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,07-Aug-2006,07-Aug-2006,0,117,5,07-Aug-2006
940880100026,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,04-Jun-2001,04-Jun-2001,0,26,9,04-Jun-2001
940130200001,4,BALESHWAR,SIMULIA,GENERAL AGREEMENT,26-Mar-2002,26-Mar-2002,30000,1,1,26-Mar-2002
940240600091,4,BHADRAK,BASUDEVPUR,GENERAL POA WITHOUT PROPERTY,26-Oct-2006,26-Oct-2006,0,91,5,26-Oct-2006
941580300046,4,RAYAGADA,RAYAGADA,TRUST,14-Jul-2003,14-Jul-2003,50000,46,1,14-Jul-2003
940430000016,4,KATAKA,JAGATPUR,GENERAL POA WITHOUT PROPERTY,05-May-2000,05-May-2000,0,16,3,05-May-2000
940830200005,4,JAJPUR,MANSADA,ADOPTION,01-Jul-2002,01-Jul-2002,0,5,1,01-Jul-2002
941680300002,4,SUBARNAPUR,BINIKA,ADOPTION,21-Mar-2003,21-Mar-2003,0,2,1,21-Mar-2003
940720000027,4,JAGATSINGHPUR,JAGATSINGHPUR,GENERAL POA WITHOUT PROPERTY,19-Jun-2000,19-Jun-2000,0,27,1,19-Jun-2000
941490300058,4,PURI,BRAHMAGIRI,GENERAL AGREEMENT,17-Oct-2003,17-Oct-2003,0,58,3,17-Oct-2003
941170100072,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,12-Oct-2001,12-Oct-2001,0,72,95,12-Oct-2001
940390500532,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,23-Jun-2005,23-Jun-2005,0,532,26,23-Jun-2005
940390300074,4,KATAKA,KATAKA,GENERAL AGREEMENT,20-Feb-2003,20-Feb-2003,0,74,5,20-Feb-2003
940390200141,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,19-Feb-2002,19-Feb-2002,761000,141,5,19-Feb-2002
940430500113,4,KATAKA,JAGATPUR,GENERAL POA WITHOUT PROPERTY,28-Oct-2005,28-Oct-2005,0,113,6,28-Oct-2005
940860300051,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,01-Aug-2003,01-Aug-2003,5000,51,3,01-Aug-2003
941480300177,4,PURI,PURI,GENERAL POA WITHOUT PROPERTY,05-May-2003,05-May-2003,0,177,7,05-May-2003
940550200014,4,GAJAPATI,PARALAKHEMUNDI,GENERAL POA WITHOUT PROPERTY,26-Mar-2002,26-Mar-2002,0,14,2,26-Mar-2002
941530600068,4,PURI,PIPILI,GENERAL POA WITHOUT PROPERTY,06-Sep-2006,06-Sep-2006,0,68,2,06-Sep-2006
941480200211,4,PURI,PURI,GENERAL POA WITHOUT PROPERTY,10-May-2002,10-May-2002,0,211,6,10-May-2002
941620100127,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,12-Sep-2001,12-Sep-2001,0,127,34,12-Sep-2001
941480200097,4,PURI,PURI,GENERAL POA WITHOUT PROPERTY,11-Mar-2002,11-Mar-2002,0,97,3,11-Mar-2002
940450400002,4,KATAKA,NARSINGHPUR,GENERAL POA WITHOUT PROPERTY,30-Jan-2004,30-Jan-2004,0,2,2,30-Jan-2004
940490200007,4,DEBAGADA,DEBAGADA,GENERAL POA WITHOUT PROPERTY,07-May-2002,22-Sep-2002,0,7,1,22-Sep-2002
941490500028,4,PURI,BRAHMAGIRI,ADOPTION,27-Aug-2005,27-Aug-2005,0,28,3,27-Aug-2005
940460500054,4,KATAKA,NIALI,GENERAL AGREEMENT,05-Dec-2005,05-Dec-2005,0,54,2,05-Dec-2005
940860600178,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,01-Nov-2006,01-Nov-2006,0,178,7,01-Nov-2006
940390400087,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,24-Feb-2004,24-Feb-2004,0,87,5,24-Feb-2004
940390600078,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,03-Feb-2006,03-Feb-2006,0,78,4,03-Feb-2006
941260500113,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,18-Jul-2005,18-Jul-2005,0,113,4,18-Jul-2005
940390601029,4,KATAKA,KATAKA,GENERAL AGREEMENT,28-Dec-2006,28-Dec-2006,0,1029,50,28-Dec-2006
941170500093,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,06-Sep-2005,06-Sep-2005,0,93,107,06-Sep-2005
940390600899,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,27-Nov-2006,27-Nov-2006,0,899,43,27-Nov-2006
940780100029,4,JAJPUR,JAJPUR,GENERAL AGREEMENT,01-May-2001,01-May-2001,0,29,1,01-May-2001
941620100112,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,01-Aug-2001,01-Aug-2001,0,112,34,01-Aug-2001
940060600307,4,BALESHWAR,BALESHWAR,GENERAL POA WITHOUT PROPERTY,15-Dec-2006,15-Dec-2006,5000,307,16,15-Dec-2006
941580300013,4,RAYAGADA,RAYAGADA,POA WITHOUT POSSESSION,24-Feb-2003,24-Feb-2003,0,13,09,24-Feb-2003
940390100023,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,15-Jan-2001,15-Jan-2001,0,23,2,15-Jan-2001
941700600081,4,SUNDARAGADA,SUNDARAGADA,AGREEMENT WITHOUT PROPERTY,18-Jul-2006,18-Jul-2006,0,81,4,18-Jul-2006
940230500126,4,BHADRAK,BHADRAK,GENERAL POA WITHOUT PROPERTY,28-Jul-2005,28-Jul-2005,0,126,7,28-Jul-2005
940240600086,4,BHADRAK,BASUDEVPUR,GENERAL POA WITHOUT PROPERTY,15-Sep-2006,15-Sep-2006,0,86,4,15-Sep-2006
941170100059,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,01-Oct-2001,01-Oct-2001,0,59,95,01-Oct-2001
940820500059,4,JAJPUR,DOLIPUR,GENERAL POA WITHOUT PROPERTY,26-Sep-2005,26-Sep-2005,0,59,3,26-Sep-2005
941260200054,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,15-May-2002,15-May-2002,0,54,2,15-May-2002
940860600049,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,30-Mar-2006,30-Mar-2006,0,49,2,30-Mar-2006
940390000365,4,KATAKA,KATAKA,GENERAL AGREEMENT,19-Jul-2000,19-Jul-2000,136500,365,10,19-Jul-2000
940930600020,4,KENDRAPADA,KENDRAPADA,GENERAL POA WITHOUT PROPERTY,19-Apr-2006,19-Apr-2006,0,20,1,19-Apr-2006
940820600038,4,JAJPUR,DOLIPUR,GENERAL POA WITHOUT PROPERTY,01-Jul-2006,01-Jul-2006,0,38,2,01-Jul-2006
941660500018,4,SUBARNAPUR,SONPUR,GENERAL POA WITHOUT PROPERTY,28-Mar-2005,28-Mar-2005,0,18,1,28-Mar-2005
940090600013,4,BALESHWAR,JALESWAR,GENERAL AGREEMENT,07-Aug-2006,07-Aug-2006,1000,13,1,07-Aug-2006
940410000032,4,KATAKA,BANKI,GENERAL POA WITHOUT PROPERTY,19-Jun-2000,19-Jun-2000,0,32,2,19-Jun-2000
940970500010,4,KENDRAPADA,PATTAMUNDAI,GENERAL POA WITHOUT PROPERTY,01-Jul-2005,01-Jul-2005,0,10,1,01-Jul-2005
940070500042,4,BALESHWAR,BALIAPAL,DIVORCE WITHOUT PROPERTY,15-Oct-2005,15-Oct-2005,0,42,2,15-Oct-2005
940390600382,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,29-Apr-2006,29-Apr-2006,0,382,18,29-Apr-2006
941260400105,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,18-Jun-2004,18-Jun-2004,2100,105,3,18-Jun-2004
941620000015,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,31-Jan-2000,31-Jan-2000,0,15,28,31-Jan-2000
940990100009,4,KENDRAPADA,KANIKA,GENERAL POA WITHOUT PROPERTY,26-Nov-2001,26-Nov-2001,0,9,4,26-Nov-2001
941420000034,4,NUAPADA,NUAPADA,GENERAL POA WITHOUT PROPERTY,11-Dec-2000,11-Dec-2000,0,34,4,11-Dec-2000
940390500472,4,KATAKA,KATAKA,GENERAL AGREEMENT,28-May-2005,28-May-2005,100000,472,23,28-May-2005
940430500105,4,KATAKA,JAGATPUR,GENERAL POA WITHOUT PROPERTY,01-Oct-2005,01-Oct-2005,0,105,5,01-Oct-2005
940390400073,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,20-Feb-2004,20-Feb-2004,0,73,4,20-Feb-2004
940390100066,4,KATAKA,KATAKA,GENERAL POA WITHOUT PROPERTY,09-Feb-2001,09-Feb-2001,0,66,3,09-Feb-2001
941620600208,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,03-Jul-2006,03-Jul-2006,0,208,10,03-Jul-2006
941260000054,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,24-Jun-2000,24-Jun-2000,0,54,2,24-Jun-2000
940390300164,4,KATAKA,KATAKA,GENERAL AGREEMENT,31-Mar-2003,31-Mar-2003,200000,164,9,31-Mar-2003
940880000055,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,15-Dec-2000,15-Dec-2000,0,55,8,15-Dec-2000
940390200079,4,KATAKA,KATAKA,GENERAL AGREEMENT,30-Jan-2002,30-Jan-2002,100000,79,3,30-Jan-2002
940730200010,4,JAGATSINGHPUR,BALIKUDA,ADOPTION,01-Feb-2002,01-Feb-2002,0,10,1,01-Feb-2002
940280300004,4,BHADRAK,DHAMNAGAR,ADOPTION,18-Aug-2003,18-Aug-2003,0,4,1,18-Aug-2003
941330600014,4,NABARANGPUR,NABARANGPUR,GENERAL POA WITHOUT PROPERTY,15-Apr-2006,15-Apr-2006,144000,14,20,15-Apr-2006
941330200010,4,NABARANGPUR,NABARANGPUR,GENERAL POA WITHOUT PROPERTY,09-Jul-2002,09-Jul-2002,8750,10,16,09-Jul-2002
941170200013,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,06-Mar-2002,06-Mar-2002,0,13,96,06-Mar-2002
941260000014,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,28-Jan-2000,28-Jan-2000,0,14,1,28-Jan-2000
941370000049,4,NAYAGADA,NAYAGADA,GENERAL POA WITHOUT PROPERTY,28-Aug-2000,28-Aug-2000,0,49,2,28-Aug-2000
940880400028,4,KALAHANDI,BHABANIPATANA,GENERAL POA WITHOUT PROPERTY,27-Aug-2004,27-Aug-2004,0,28,14,27-Aug-2004
941360600007,4,NABARANGPUR,UMARKOT,GENERAL POA WITHOUT PROPERTY,10-Mar-2006,10-Mar-2006,0,7,5,10-Mar-2006
941170300001,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,25-Jan-2003,25-Jan-2003,0,1,99,25-Jan-2003
940720000052,4,JAGATSINGHPUR,JAGATSINGHPUR,GENERAL POA WITHOUT PROPERTY,28-Oct-2000,28-Oct-2000,0,52,3,28-Oct-2000
941440500023,4,KANDHAMALA,KANDHAMALA,GENERAL AGREEMENT,28-May-2005,28-May-2005,150000,23,2,28-May-2005
941420100002,4,NUAPADA,NUAPADA,GENERAL POA WITHOUT PROPERTY,30-Jan-2001,30-Jan-2001,0,2,4,30-Jan-2001
940810300011,4,JAJPUR,DHARMASHALA,AGREEMENT WITHOUT PROPERTY,26-Mar-2003,26-Mar-2003,175000,11,2,26-Mar-2003
941000200019,4,KENDUJHAR,KENDUJHAR,PARTNERSHIP MORE THAN RS.500,20-Apr-2002,20-Apr-2002,0,19,1,20-Apr-2002
940090000015,4,BALESHWAR,JALESWAR,GENERAL POA WITHOUT PROPERTY,14-Jul-2000,14-Jul-2000,0,15,2,14-Jul-2000
940930600046,4,KENDRAPADA,KENDRAPADA,GENERAL POA WITHOUT PROPERTY,28-Oct-2006,28-Oct-2006,0,46,1,28-Oct-2006
941620200092,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,24-Jul-2002,24-Jul-2002,0,92,38,24-Jul-2002
940860200007,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,30-Jan-2002,30-Jan-2002,0,7,1,30-Jan-2002
941260500011,4,MAYURBHANJ,MAYURBHANJ,GENERAL AGREEMENT,19-Jan-2005,19-Jan-2005,500,11,1,19-Jan-2005
940240400006,4,BHADRAK,BASUDEVPUR,GENERAL AGREEMENT,10-Mar-2004,10-Mar-2004,12000,6,1,10-Mar-2004
940940300007,4,KENDRAPADA,AALI,ADOPTION,21-Nov-2003,21-Nov-2003,0,7,1,21-Nov-2003
940860300026,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,28-Mar-2003,28-Mar-2003,0,26,2,28-Mar-2003
940060000060,4,BALESHWAR,BALESHWAR,GENERAL POA WITHOUT PROPERTY,15-Apr-2000,15-Apr-2000,0,60,2,15-Apr-2000
940860600064,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,09-May-2006,09-May-2006,0,64,3,09-May-2006
941260400114,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,13-Jul-2004,13-Jul-2004,2000,114,3,13-Jul-2004
940780500034,4,JAJPUR,JAJPUR,DIVORCE WITHOUT PROPERTY,09-May-2005,09-May-2005,0,34,1,09-May-2005
940500200027,4,DHENKANAL,DHENKANAL,GENERAL POA WITHOUT PROPERTY,28-Aug-2002,28-Aug-2002,0,27,2,28-Aug-2002
941000200023,4,KENDUJHAR,KENDUJHAR,GENERAL POA WITHOUT PROPERTY,20-May-2002,20-May-2002,0,23,1,20-May-2002
941620600007,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,04-Jan-2006,04-Jan-2006,0,7,1,04-Jan-2006
941660500024,4,SUBARNAPUR,SONPUR,GENERAL POA WITHOUT PROPERTY,15-Apr-2005,15-Apr-2005,0,24,2,15-Apr-2005
941000000003,4,KENDUJHAR,KENDUJHAR,GENERAL POA WITHOUT PROPERTY,21-Jan-2000,21-Jan-2000,0,3,1,21-Jan-2000
940280500015,4,BHADRAK,DHAMNAGAR,TRUST,30-Dec-2005,30-Dec-2005,0,15,2,30-Dec-2005
941620600101,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,20-Feb-2006,20-Feb-2006,0,101,5,20-Feb-2006
941620400273,4,SAMBALPUR,SAMBALPUR,CANCELLATION OF ADOPTION,05-Nov-2004,05-Nov-2004,0,273,12,05-Nov-2004
940820600086,4,JAJPUR,DOLIPUR,GENERAL POA WITHOUT PROPERTY,01-Dec-2006,01-Dec-2006,0,86,3,01-Dec-2006
941620600127,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,04-Apr-2006,04-Apr-2006,0,127,7,04-Apr-2006
941620400205,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,12-Aug-2004,12-Aug-2004,0,205,9,12-Aug-2004
941260500123,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,01-Aug-2005,01-Aug-2005,0,123,4,01-Aug-2005
940240500002,4,BHADRAK,BASUDEVPUR,GENERAL POA WITHOUT PROPERTY,24-Jan-2005,24-Jan-2005,0,2,1,24-Jan-2005
941620600121,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,30-Mar-2006,30-Mar-2006,0,121,6,30-Mar-2006
940240600057,4,BHADRAK,BASUDEVPUR,GENERAL POA WITHOUT PROPERTY,24-May-2006,24-May-2006,0,57,3,24-May-2006
941370100005,4,NAYAGADA,NAYAGADA,CANCELLATION OF POA,10-Jan-2001,10-Jan-2001,0,5,1,10-Jan-2001
940550000033,4,GAJAPATI,PARALAKHEMUNDI,GENERAL POA WITHOUT PROPERTY,15-Dec-2000,15-Dec-2000,0,33,1,15-Dec-2000
940060000163,4,BALESHWAR,BALESHWAR,GENERAL POA WITHOUT PROPERTY,28-Oct-2000,28-Oct-2000,0,163,5,28-Oct-2000
940470300025,4,KATAKA,SALEPUR,GENERAL POA WITHOUT PROPERTY,27-Nov-2003,27-Nov-2003,0,25,1,27-Nov-2003
941170400039,4,KORAPUT,JAYAPUR,GENERAL POA WITHOUT PROPERTY,29-May-2004,29-May-2004,0,39,102,29-May-2004
941620400065,4,SAMBALPUR,SAMBALPUR,GENERAL AGREEMENT,10-Mar-2004,10-Mar-2004,0,65,3,10-Mar-2004
940300000005,4,BHADRAK,TIHIDI,PARTNERSHIP MORE THAN RS.500,04-Jul-2000,04-Jul-2000,0,5,1,04-Jul-2000
940940100018,4,KENDRAPADA,AALI,GENERAL POA WITHOUT PROPERTY,15-Nov-2001,15-Nov-2001,0,18,1,15-Nov-2001
940970600002,4,KENDRAPADA,PATTAMUNDAI,ADOPTION,13-Feb-2006,13-Feb-2006,0,2,1,13-Feb-2006
941620200014,4,SAMBALPUR,SAMBALPUR,GENERAL POA WITHOUT PROPERTY,28-Jan-2002,28-Jan-2002,0,14,36,28-Jan-2002
941370400053,4,NAYAGADA,NAYAGADA,ADOPTION,08-Jul-2004,08-Jul-2004,0,53,2,08-Jul-2004
940860200046,4,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,19-Jun-2002,19-Jun-2002,0,46,2,19-Jun-2002
940820400016,4,JAJPUR,DOLIPUR,GENERAL POA WITHOUT PROPERTY,10-Mar-2004,10-Mar-2004,0,16,1,10-Mar-2004
940010200009,4,ANUGOLA,ANUGOLA,GENERAL POA WITHOUT PROPERTY,01-Feb-2002,01-Feb-2002,0,9,1,01-Feb-2002
940400600022,4,KATAKA,ATHAGADA,ADOPTION,02-Aug-2006,02-Aug-2006,0,22,1,02-Aug-2006
941260600092,4,MAYURBHANJ,MAYURBHANJ,GENERAL POA WITHOUT PROPERTY,01-Jun-2006,01-Jun-2006,0,92,3,01-Jun-2006
940960600040,4,KENDRAPADA,MARSAGHAI,GENERAL POA WITHOUT PROPERTY,30-Dec-2006,30-Dec-2006,0,40,1,30-Dec-2006
